Wall time,Step,Value
1585072486,133762,0.327972203
1585072512,133962,0.332573026
1585072559,134295,0.349398106
1585072673,135128,0.330334991
1585072773,135861,0.333314896
1585072861,136494,0.334534079
1585072921,136927,0.328162074
1585072934,137027,0.331891239
1585072947,137127,0.328993082
1585072961,137227,0.339273423
1585073048,137860,0.342536211
1585073095,138193,0.325783581
1585073196,138926,0.331620455
1585073223,139126,0.340723038
1585073271,139459,0.332581878
1585073284,139559,0.32010588
1585073324,139859,0.34496963
1585073412,140492,0.327525735
1585073445,140725,0.344465375
1585073485,141025,0.343934566
1585073532,141358,0.35500446
1585073545,141458,0.326927453
1585073559,141558,0.329789937
1585073572,141658,0.336515695
1585073585,141758,0.34143737
1585073673,142391,0.331420869
1585073848,143657,0.33694309
1585073936,144290,0.337084889
1585074011,144823,0.331011236
1585074071,145256,0.319634527
1585074171,145989,0.341803551
1585074198,146189,0.337181985
1585074271,146722,0.32519868
1585074284,146822,0.326482505
1585074331,147155,0.321756363
1585074344,147255,0.322171152
1585074371,147455,0.324550629
1585074391,147588,0.341378421
1585074431,147888,0.309613228
1585074677,149687,0.310828865
1585074690,149787,0.300198942
1585074704,149887,0.318098009
1585074777,150420,0.31408149
1585074824,150753,0.313790083
1585074877,151153,0.325455546
1585074890,151253,0.309094578
1585074911,151386,0.327513784
1585074964,151786,0.305927634
1585074977,151886,0.300853401
1585075025,152219,0.304491669
1585075085,152652,0.289959937
1585075111,152852,0.298134029
1585075297,154218,0.286788613
1585075311,154318,0.284777731
1585075443,155284,0.304486752
1585075457,155384,0.281856716
1585075618,156550,0.275067866
1585075732,157383,0.282477856
1585075746,157483,0.274114639
1585075793,157816,0.282160103
1585075820,158016,0.282548338
1585075833,158116,0.276372284
1585075954,158982,0.270408839
1585075967,159082,0.278400421
1585075980,159182,0.273001105
1585076041,159615,0.268716961
1585076067,159815,0.267321676
1585076094,160015,0.273708194
1585076214,160881,0.265327096
1585076281,161381,0.274834365
1585076302,161514,0.265408367
1585076342,161814,0.261563718
1585076443,162547,0.264473051
1585076615,163813,0.254468918
1585076689,164346,0.269024104
1585076703,164446,0.262665391
1585076736,164679,0.256718069
1585076750,164779,0.263397127
1585076836,165412,0.270913512
1585076937,166145,0.250350386
1585076950,166245,0.255557865
1585077085,167211,0.252122372
1585077138,167611,0.245932877
1585077172,167844,0.249292508
1585077226,168244,0.254425734
1585077361,169210,0.241089731
1585077388,169410,0.247394547
1585077434,169743,0.252148718
1585077461,169943,0.245359138
1585077474,170043,0.249594092
1585077548,170576,0.247826189
1585077661,171409,0.251539111
1585077695,171642,0.246091619
1585077796,172375,0.239659846
1585077809,172475,0.239870802
1585077869,172908,0.238266736
1585077936,173408,0.233433247
1585077983,173741,0.237350836
1585078010,173941,0.24114652
1585078057,174274,0.242206961
1585078098,174574,0.235648707
1585078158,175007,0.234293178
1585078271,175840,0.238840297
1585078392,176706,0.235026553
1585078419,176906,0.234443367
1585078446,177106,0.235748142
1585078493,177439,0.236196965
1585078507,177539,0.24263379
1585078594,178172,0.222578242
1585078607,178272,0.231107026
1585078721,179105,0.229302794
1585078768,179438,0.229184404
1585078782,179538,0.234324604
1585078795,179638,0.232694924
1585078809,179738,0.238547921
1585078842,179971,0.227837309
1585078882,180271,0.230243191
1585078983,181004,0.228595003
1585079003,181137,0.230905727
1585079070,181637,0.230720222
1585079103,181870,0.228348821
1585079116,181970,0.230588436
1585079129,182070,0.231085375
1585079263,183036,0.225949481
1585079317,183436,0.236160427
1585079350,183669,0.232042849
1585079364,183769,0.231511369
1585079390,183969,0.227438331
1585079465,184502,0.226576865
1585079478,184602,0.23764047
1585079504,184802,0.230398208
1585079525,184935,0.24098891
1585079538,185035,0.228255197
1585079579,185335,0.23025465
1585079613,185568,0.228604227
1585079640,185768,0.229215831
1585079814,187034,0.229569927
1585079941,187967,0.224277914
1585080027,188600,0.230496511
1585080048,188733,0.229947552
1585080136,189366,0.223301351
1585080149,189466,0.236693382
1585080163,189566,0.225298271
1585080276,190399,0.229899347
1585094756,191631,0.230824023
1585094877,192497,0.235396296
1585094890,192597,0.225973442
1585094930,192897,0.231629267
1585095038,193663,0.224350169
1585095065,193863,0.233281285
1585095125,194296,0.231029376
1585095266,195329,0.237403914
1585095279,195429,0.231178567
1585095327,195762,0.232779413
1585095400,196295,0.237238318
1585095454,196695,0.233495921
1585095648,198094,0.232310727
1585095675,198294,0.239168257
1585095688,198394,0.239366114
1585095774,199027,0.234514937
1585095787,199127,0.240496367
1585095801,199227,0.240378737
1585095835,199460,0.238731042
1585095861,199660,0.238469884
1585096036,200926,0.235294566
1585096170,201892,0.236890644
1585096223,202292,0.246456847
1585096297,202825,0.257436156
1585096310,202925,0.244553983
1585096383,203458,0.23451817
1585096470,204091,0.231680483
1585096483,204191,0.238365799
1585096569,204824,0.236282051
1585096630,205257,0.242950663
1585096656,205457,0.242604509
1585096690,205690,0.242756605
1585096776,206323,0.228696063
1585096816,206623,0.245635733
1585096842,206823,0.242555544
1585096889,207156,0.241659746
1585096928,207456,0.234799892
1585096975,207789,0.225385383
1585097002,207989,0.231086373
1585097101,208722,0.243480325
1585097135,208955,0.231112719
1585097309,210221,0.22975418
1585097322,210321,0.228312284
1585097336,210421,0.232417762
1585097537,211887,0.241604492
1585097597,212320,0.225143358
1585097657,212753,0.222664177
1585097671,212853,0.224401012
1585097711,213153,0.237645894
1585097731,213286,0.212518796
1585097771,213586,0.217417583
1585097797,213786,0.246512011
1585097831,214019,0.223412856
1585097904,214552,0.215825751
1585097945,214852,0.222194791
1585097971,215052,0.22274524
1585098018,215385,0.229233354
1585098058,215685,0.21449095
1585098105,216018,0.217467949
1585098132,216218,0.211053431
1585098179,216551,0.220118552
1585098219,216851,0.220889926
1585098232,216951,0.232442424
1585098279,217284,0.217845246
1585098453,218550,0.206086189
1585098479,218750,0.193378463
1585098554,219283,0.203986913
1585098629,219816,0.211864769
1585098642,219916,0.208738953
1585098656,220016,0.196508184
1585098690,220249,0.195315287
1585098704,220349,0.205105156
1585098731,220549,0.203489348
1585098758,220749,0.208094224
1585098806,221082,0.201390609
1585098820,221182,0.196083605
1585098881,221615,0.192798018
1585098956,222148,0.190391675
1585098983,222348,0.197664574
1585099084,223081,0.194320425
1585099111,223281,0.20294264
1585099131,223414,0.194339648
1585099171,223714,0.185565636
1585099198,223914,0.195933968
1585099258,224347,0.182454079
1585099305,224680,0.194188416
1585099331,224880,0.199219525
1585099358,225080,0.179561079
1585099371,225180,0.183392778
1585099445,225713,0.181998774
1585099505,226146,0.184412137
1585099519,226246,0.203821748
1585099532,226346,0.182149678
1585099592,226779,0.175423235
1585099605,226879,0.179945648
1585099632,227079,0.17653954
1585099678,227412,0.189410523
1585099692,227512,0.177056745
1585099705,227612,0.174315989
1585099739,227845,0.182390913
1585099752,227945,0.182194874
1585099778,228145,0.198228255
1585099851,228678,0.185523897
1585099865,228778,0.181934819
1585099950,229411,0.176293835
1585099964,229511,0.171464875
1585099977,229611,0.182987779
1585100037,230044,0.175285593
1585100064,230244,0.17766346
1585100098,230477,0.174351826
1585100151,230877,0.168097168
1585100298,231943,0.16641742
1585100325,232143,0.16852428
1585100359,232376,0.171075776
1585100373,232476,0.16453591
1585100434,232909,0.167255729
1585100461,233109,0.168068856
1585100474,233209,0.161709055
1585100487,233309,0.167106658
1585100589,234042,0.160731912
1585100650,234475,0.161941901
1585100698,234808,0.164209992
1585100841,235841,0.157974899
1585100854,235941,0.17127803
1585100915,236374,0.158839867
1585100942,236574,0.159058586
1585100989,236907,0.152030498
1585101016,237107,0.162079409
1585101030,237207,0.155777887
1585101063,237440,0.156470567
1585101076,237540,0.157094553
1585101090,237640,0.158980891
1585101103,237740,0.15863125
1585101137,237973,0.15504466
1585101163,238173,0.164612353
1585101177,238273,0.159444809
1585101237,238706,0.154144943
1585101250,238806,0.161870018
1585101277,239006,0.154667065
1585101323,239339,0.15344803
1585101397,239872,0.152647227
1585101571,241138,0.147874311
1585101625,241538,0.148721367
1585101672,241871,0.148106158
1585101773,242604,0.148803741
1585101812,242904,0.152630061
1585101899,243537,0.147363976
1585101919,243670,0.149212107
1585101946,243870,0.14810735
1585101986,244170,0.151556402
1585102032,244503,0.148405761
1585102046,244603,0.149237067
1585102059,244703,0.151032284
1585102192,245669,0.146856502
1585102205,245769,0.14589043
1585102219,245869,0.147706792
1585102232,245969,0.146967292
1585102266,246202,0.149020717
1585102293,246402,0.142296165
1585102332,246702,0.144782946
1585102440,247468,0.146761894
1585102453,247568,0.147779748
1585102467,247668,0.145146757
1585102480,247768,0.1429241
1585102595,248601,0.147186011
1585102728,249567,0.14714925
1585102802,250100,0.143497601
1585102915,250933,0.145109326
1585102929,251033,0.139165208
1585102975,251366,0.142467707
1585103136,252532,0.146492347
1585103176,252832,0.140669271
1585103223,253165,0.14384526
1585103237,253265,0.140488356
1585103250,253365,0.147242054
1585103278,253565,0.141169429
1585103398,254431,0.142446756
1585103425,254631,0.143915862
1585103451,254831,0.148309395
1585103485,255064,0.144404605
1585103626,256097,0.144925132
1585103746,256963,0.141976252
1585103759,257063,0.141498998
1585103833,257596,0.148684621
1585103920,258229,0.143744424
1585104035,259062,0.146659538
1585104122,259695,0.14773041
1585104135,259795,0.150088578
1585104149,259895,0.151865646
1585104162,259995,0.143432766
1585104196,260228,0.155961543
1585104270,260761,0.149781853
1585104544,262760,0.160107747
1585104571,262960,0.156382471
1585104631,263393,0.161961555
1585104644,263493,0.152892292
1585104671,263693,0.166198432
1585104745,264226,0.160165533
1585104792,264559,0.161487743
1585104819,264759,0.155362457
1585104859,265059,0.157857463
1585104879,265192,0.15805541
1585104892,265292,0.165537372
1585105032,266325,0.165582508
1585105052,266458,0.168788776
1585105078,266658,0.162559316
1585105092,266758,0.170966774
1585105105,266858,0.157430008
1585105119,266958,0.165827811
1585105179,267391,0.161531091
1585105205,267591,0.167528346
1585105252,267924,0.167941704
1585105279,268124,0.172856554
1585105312,268357,0.167247921
1585105339,268557,0.179076582
1585105467,269490,0.185265198
1585105528,269923,0.173969477
1585105555,270123,0.170330539
1585105588,270356,0.167482644
1585105615,270556,0.182909623
1585105661,270889,0.178164691
1585105702,271189,0.174313113
1585105789,271822,0.173052639
1585105802,271922,0.171506733
1585105862,272355,0.202688992
1585105902,272655,0.184804022
1585105949,272988,0.175461143
1585105975,273188,0.17719008
1585106049,273721,0.180932105
1585106109,274154,0.172209814
1585106149,274454,0.174207404
1585106163,274554,0.182582155
1585106183,274687,0.173240796
1585106197,274787,0.175091788
1585106237,275087,0.181352094
1585106298,275520,0.168337688
1585106385,276153,0.167713434
1585106398,276253,0.173256963
1585106445,276586,0.171752796
1585106558,277419,0.185273722
1585106571,277519,0.169216409
1585106632,277952,0.166094452
1585106658,278152,0.166870445
1585106672,278252,0.166341722
1585106719,278585,0.167161867
1585106732,278685,0.174602717
1585106759,278885,0.173929572
1585106806,279218,0.152718648
1585106819,279318,0.15446645
1585106846,279518,0.165274218
1585106934,280151,0.158722445
1585106981,280484,0.170332953
1585107021,280784,0.174315631
1585107034,280884,0.173060238
1585107095,281317,0.159642607
1585107181,281950,0.155950531
1585107368,283316,0.156250015
1585107428,283749,0.146885842
1585107454,283949,0.158905298
1585107528,284482,0.160004169
1585107601,285015,0.155438229
1585107662,285448,0.15847148
1585107728,285948,0.147669286
1585107789,286381,0.158146977
1585107849,286814,0.150121242
1585107890,287114,0.150967643
1585108109,288713,0.143850923
1585108250,289746,0.138630375
1585108270,289879,0.148271427
1585108283,289979,0.145170525
1585108323,290279,0.136979684
1585108337,290379,0.152234778
1585108410,290912,0.148433372
1585108497,291545,0.134618104
1585108511,291645,0.140879229
1585108531,291778,0.141403407
1585108545,291878,0.133621037
1585108558,291978,0.14042972
1585108571,292078,0.143986464
1585108584,292178,0.141643763
1585108706,293044,0.139211074
1585109046,295443,0.132627651
1585109067,295576,0.138619214
1585109081,295676,0.137446091
1585109187,296409,0.136922494
1585109351,297575,0.130531892
1585109364,297675,0.130605415
1585109377,297775,0.1371997
1585109438,298208,0.137725428
1585109552,299041,0.135104313
1585109565,299141,0.130477801
1585109612,299474,0.125963971
1585109639,299674,0.136635125
1585109653,299774,0.125617832
1585109686,300007,0.127625525
1585109889,301473,0.121639505
1585109930,301773,0.125604033
1585109964,302006,0.123598658
1585110039,302539,0.126047581
1585110079,302839,0.125690341
1585110127,303172,0.1277183
1585110256,304105,0.12244603
1585110271,304205,0.123538956
1585110358,304838,0.120088518
1585110392,305071,0.120441407
1585110406,305171,0.123484232
1585110493,305804,0.122789495
1585110533,306104,0.119384587
1585110546,306204,0.123314805
1585110621,306737,0.119605809
1585110655,306970,0.11710462
1585110682,307170,0.121657453
1585110723,307470,0.123145521
1585110744,307603,0.117852092
1585110858,308436,0.124415636
1585110933,308969,0.120161176
1585110960,309169,0.118577756
1585110973,309269,0.117369771
1585110987,309369,0.119736508
1585111048,309802,0.117777228
1585111149,310535,0.116281994
1585111251,311268,0.119657256
1585111298,311601,0.11450886
1585111413,312434,0.11646688
1585111487,312967,0.118308723
1585111662,314233,0.116454981
1585111736,314766,0.116006866
1585111763,314966,0.113484055
1585111776,315066,0.122524649
1585111824,315399,0.118499413
1585111971,316465,0.119744048
1585112059,317098,0.117071375
1585112113,317498,0.119376257
1585112187,318031,0.116640277
1585112214,318231,0.117137343
1585112248,318464,0.117735773
1585112275,318664,0.116981372
1585112301,318864,0.119662218
1585112349,319197,0.117124006
1585112362,319297,0.11648652
1585112375,319397,0.122618899
1585112422,319730,0.121085323
1585112435,319830,0.115948536
1585112449,319930,0.115642674
1585112509,320363,0.120270334
1585112536,320563,0.119793691
1585112583,320896,0.117507793
1585112596,320996,0.11893414
1585112623,321196,0.116158225
1585112636,321296,0.124285065
1585112697,321729,0.117801592
1585112724,321929,0.120140001
1585112737,322029,0.118067123
1585112758,322162,0.119287878
1585112811,322562,0.125297755
1585112845,322795,0.122826368
1585112872,322995,0.122596733
1585112912,323295,0.123682305
1585113047,324261,0.125826374
1585113087,324561,0.122814283
1585113121,324794,0.122434124
1585113148,324994,0.129656106
1585113175,325194,0.125289768
1585113209,325427,0.129430562
1585113337,326360,0.12660414
1585113397,326793,0.128934249
1585113424,326993,0.130789667
1585113470,327326,0.130277604
1585113585,328159,0.138518065
1585113646,328592,0.136132121
1585113699,328992,0.140467316
1585113786,329625,0.144270688
1585113834,329958,0.139529496
1585113894,330391,0.14264752
1585113921,330591,0.144408286
1585113995,331124,0.145391822
1585114095,331857,0.145158157
1585114136,332157,0.139357343
1585114156,332290,0.138125598
1585114223,332790,0.150520012
1585114244,332923,0.143487692
1585114257,333023,0.166739032
1585114284,333223,0.153563008
1585114331,333556,0.142940909
1585114397,334056,0.158346877
1585114444,334389,0.153209895
1585114458,334489,0.146181062
1585114485,334689,0.15235129
1585114572,335322,0.153621227
1585114720,336388,0.15256311
1585114820,337121,0.145279527
1585114867,337454,0.158919722
1585114880,337554,0.156453148
1585114981,338287,0.153825417
1585114995,338387,0.144386232
1585115008,338487,0.156288192
1585115029,338620,0.150050282
1585115095,339120,0.141669482
1585115143,339453,0.153825477
1585115478,341885,0.142314106
1585115492,341985,0.144869521
1585115532,342285,0.168340087
1585115566,342518,0.155953795
1585115639,343051,0.134713173
1585115679,343351,0.16079925
1585115693,343451,0.141712785
1585115726,343684,0.144521192
1585115740,343784,0.144636363
1585115841,344517,0.150483772
1585115867,344717,0.152075186
1585115901,344950,0.142171338
1585116015,345783,0.137019947
1585116028,345883,0.134554878
1585116102,346416,0.147536427
1585116115,346516,0.15214397
1585116202,347149,0.15125744
1585116229,347349,0.141465738
1585116263,347582,0.141422108
1585116290,347782,0.147723123
1585116351,348215,0.139063716
1585116391,348515,0.143700227
1585116452,348948,0.133828253
1585116541,349581,0.131364822
1585116581,349881,0.140289202
1585116602,350014,0.138657078
1585116615,350114,0.136657596
1585116704,350747,0.131881431
1585116821,351580,0.140058622
1585116883,352013,0.135502785
1585116910,352213,0.133124247
1585116924,352313,0.129654974
1585116937,352413,0.139572188
1585116998,352846,0.143591851
1585117072,353379,0.134584978
1585117174,354112,0.127888769
1585117235,354545,0.125719711
1585117289,354945,0.132096991
1585117309,355078,0.129326284
1585117350,355378,0.124991462
1585117410,355811,0.127552077
1585117437,356011,0.125341564
1585117524,356644,0.122241706
1585117571,356977,0.130053177
1585117598,357177,0.124875106
1585117625,357377,0.130807117
1585117659,357610,0.123543352
1585117699,357910,0.13153553
1585117725,358110,0.117163472
1585117773,358443,0.127397209
1585117834,358876,0.122783639
1585117861,359076,0.118559107
1585117950,359709,0.119320102
1585118024,360242,0.119651109
1585118038,360342,0.119204633
1585118098,360775,0.117610298
1585118199,361508,0.117846861
1585118313,362341,0.116513394
1585118361,362674,0.115072891
1585118400,362974,0.114858516
1585118413,363074,0.114537679
1585118461,363407,0.117302857
1585118535,363940,0.113060914
1585118622,364573,0.112053342
1585118636,364673,0.113120534
1585118689,365073,0.112511002
1585118723,365306,0.1165151
1585118811,365939,0.109824881
1585118824,366039,0.113924757
1585118851,366239,0.111200355
1585118913,366672,0.109762534
1585119014,367405,0.112570085
1585119101,368038,0.109984532
1585119148,368371,0.109412797
1585119235,369004,0.110609882
1585119350,369837,0.106780231
1585119391,370137,0.110871747
1585119425,370370,0.105592817
1585119438,370470,0.108744025
1585119513,371003,0.106272638
1585119526,371103,0.110133588
1585119539,371203,0.106501453
1585119566,371403,0.107444152
1585119599,371636,0.112269178
1585119613,371736,0.107283585
1585119639,371936,0.105763458
1585119713,372469,0.111000091
1585119861,373535,0.104987957
1585119874,373635,0.106755309
1585119948,374168,0.109293006
1585119975,374368,0.106422231
1585119988,374468,0.106434144
1585120048,374901,0.102798469
1585120062,375001,0.108646937
1585120122,375434,0.104855135
1585120149,375634,0.10419973
1585120237,376267,0.107173815
1585120251,376367,0.107760638
1585120299,376700,0.10412737
1585120352,377100,0.102356955
1585120528,378366,0.103462733
1585120602,378899,0.108358122
1585120616,378999,0.105468348
1585120650,379232,0.107804775
1585120703,379632,0.107956827
1585120777,380165,0.105470203
1585120790,380265,0.103725508
1585120824,380498,0.104694247
