Wall time,Step,Value
1584968043.5024626,732,1.7607382535934448
1584968057.6675518,832,1.6076053380966187
1584968070.9917893,932,1.4657574892044067
1584968084.0441236,1032,1.3418171405792236
1584968097.5330715,1132,1.1414600610733032
1584968110.902317,1232,0.976692795753479
1584968127.1078792,1365,0.9108594655990601
1584968140.5894287,1465,0.8572973608970642
1584968153.4899588,1565,0.8279199004173279
1584968166.7244928,1665,0.7959498167037964
1584968179.9723375,1765,0.7791458368301392
1584968193.226461,1865,0.7705134749412537
1584968209.4015625,1998,0.7645478248596191
1584968222.6160579,2098,0.7513667941093445
1584968235.6983144,2198,0.7216715812683105
1584968249.0429447,2298,0.7253777980804443
1584968262.279505,2398,0.702309787273407
1584968275.3343801,2498,0.7137266993522644
1584968291.4516997,2631,0.6895973682403564
1584968304.8335192,2731,0.6783530116081238
1584968318.0695984,2831,0.6785984635353088
1584968331.3258758,2931,0.6789478063583374
1584968344.2148175,3031,0.6680101156234741
1584968357.3935587,3131,0.664749801158905
1584968373.6447296,3264,0.6345494985580444
1584968386.945896,3364,0.6450352668762207
1584968400.2246063,3464,0.6408020257949829
1584968413.5192368,3564,0.6144081354141235
1584968426.6335402,3664,0.6151164174079895
1584968439.7532573,3764,0.630302369594574
1584968455.7259057,3897,0.6070334911346436
1584968469.075688,3997,0.6234946250915527
1584968482.2654717,4097,0.6240330338478088
1584968495.3264894,4197,0.5776225328445435
1584968508.4962962,4297,0.5957232713699341
1584968521.6217716,4397,0.6042937636375427
1584968537.5488024,4530,0.589691162109375
1584968550.639764,4630,0.5920078158378601
1584968563.7478034,4730,0.5671199560165405
1584968576.876411,4830,0.5524199604988098
1584968589.8934605,4930,0.5456874370574951
1584968603.0610397,5030,0.5524466037750244
1584968618.9923081,5163,0.5270684361457825
1584968631.9306724,5263,0.5556560158729553
1584968645.1496232,5363,0.5497025847434998
1584968658.2513916,5463,0.5338771343231201
1584968671.4615848,5563,0.514589250087738
1584968684.7461543,5663,0.516196608543396
1584968700.778719,5796,0.5289450287818909
1584968713.7558315,5896,0.5037058591842651
1584968726.7913182,5996,0.5190356969833374
1584968740.021618,6096,0.4867050349712372
1584968753.3104286,6196,0.46127891540527344
1584968766.5086749,6296,0.4850594997406006
1584968782.5481908,6429,0.468271940946579
1584968795.618392,6529,0.47390216588974
1584968808.7003615,6629,0.44717898964881897
1584968821.8029606,6729,0.45661088824272156
1584968834.8562977,6829,0.4922007918357849
1584968847.8092065,6929,0.44049572944641113
1584968864.286465,7062,0.44080397486686707
1584968877.4518375,7162,0.41656550765037537
1584968890.6674607,7262,0.41053056716918945
1584968903.801644,7362,0.40124058723449707
1584968916.7953565,7462,0.4040878117084503
1584968929.80437,7562,0.39248648285865784
1584968945.7049289,7695,0.38252490758895874
1584968959.040988,7795,0.3849095106124878
1584968972.27788,7895,0.39878222346305847
1584968985.4566126,7995,0.3570604920387268
1584968998.5730333,8095,0.37006330490112305
1584969011.3113332,8195,0.3528995215892792
1584969027.6382027,8328,0.33720219135284424
1584969040.9715543,8428,0.38014400005340576
1584969053.8562922,8528,0.3475659489631653
1584969066.5793464,8628,0.34451737999916077
1584969079.2517576,8728,0.3409999907016754
1584969092.0308936,8828,0.32235440611839294
1584969108.2835903,8961,0.33389922976493835
1584969121.5308907,9061,0.35246556997299194
1584969134.624449,9161,0.3095519542694092
1584969147.7949052,9261,0.32588326930999756
1584969161.1586273,9361,0.3269232511520386
1584969174.046529,9461,0.318278431892395
1584969190.170597,9594,0.284760981798172
1584969203.7369833,9694,0.31405800580978394
1584969217.151214,9794,0.31840118765830994
1584969230.4619875,9894,0.31401902437210083
1584969243.9428267,9994,0.3249962329864502
1584969257.2869666,10094,0.290221244096756
1584969273.6137455,10227,0.29745084047317505
1584969286.9218202,10327,0.31518998742103577
1584969300.3855855,10427,0.2688511312007904
