Wall time,Step,Value
1584998415.893291,732,2.332744836807251
1584998446.610394,832,1.8995403051376343
1584998477.794238,932,1.8328220844268799
1584998511.2269995,1032,1.8146458864212036
1584998544.427423,1132,1.8139827251434326
1584998579.0892086,1232,1.804747223854065
1584998623.120732,1365,1.8183250427246094
1584998655.9566584,1465,1.7740967273712158
1584998692.126403,1565,1.7608050107955933
1584998720.69374,1665,1.7793413400650024
1584998749.5000224,1765,1.736525058746338
1584998777.75964,1865,1.7219572067260742
1584998816.427778,1998,1.6919759511947632
1584998844.378021,2098,1.6737772226333618
1584998881.4922001,2198,1.6193859577178955
1584998909.8208172,2298,1.5507111549377441
1584998937.8056126,2398,1.5013236999511719
1584998966.0076792,2498,1.4572930335998535
1584999004.4270506,2631,1.3944690227508545
1584999032.183616,2731,1.3373337984085083
1584999061.1638465,2831,1.2826082706451416
1584999088.6552029,2931,1.2385226488113403
1584999117.7578788,3031,1.2029601335525513
1584999145.5305123,3131,1.1956002712249756
1584999183.1367047,3264,1.1399601697921753
1584999212.355322,3364,1.1511865854263306
1584999239.8860376,3464,1.1597013473510742
1584999267.5300012,3564,1.130784034729004
1584999306.1087363,3664,1.1098910570144653
1584999344.9797525,3764,1.107780933380127
1584999387.83995,3897,1.1120529174804688
1584999415.307946,3997,1.099718451499939
1584999443.806648,4097,1.1043944358825684
1584999469.7444413,4197,1.0893199443817139
1584999494.4958808,4297,1.08695650100708
1584999521.1450498,4397,1.0802910327911377
1584999556.136311,4530,1.0768225193023682
1584999580.6411266,4630,1.070472240447998
1584999605.1129196,4730,1.066849708557129
1584999629.5795782,4830,1.0667802095413208
1584999654.0354052,4930,1.0437674522399902
1584999678.5656817,5030,1.0472546815872192
1584999713.160139,5163,1.066413164138794
1584999737.3876572,5263,1.0260908603668213
1584999761.8316076,5363,1.0519052743911743
1584999787.0496159,5463,1.019941806793213
1584999811.6982028,5563,1.0423834323883057
1584999836.6797576,5663,1.0140247344970703
1584999871.4890509,5796,1.0161212682724
1584999895.5777645,5896,1.0139528512954712
1584999919.8157158,5996,0.9973700046539307
1584999947.389491,6096,0.9954250454902649
1584999971.5671816,6196,0.9910582304000854
1584999995.739944,6296,0.9741591215133667
1585000029.8748474,6429,0.9663041234016418
1585000053.9059508,6529,0.9603890776634216
1585000077.8201106,6629,0.9450231790542603
1585000102.8476543,6729,0.9298628568649292
1585000127.4264343,6829,0.9162114858627319
1585000151.827856,6929,0.9171489477157593
1585000186.322895,7062,0.9264100193977356
1585000210.611339,7162,0.8957106471061707
1585000234.7723725,7262,0.8798574209213257
1585000259.9245462,7362,0.8551754951477051
1585000284.8681562,7462,0.8451775312423706
1585000309.0428927,7562,0.8270677924156189
1585000343.7487924,7695,0.814832329750061
1585000368.0484407,7795,0.8047402501106262
1585000392.0714614,7895,0.7847689986228943
1585000417.635719,7995,0.7795765995979309
1585000442.2837439,8095,0.7761136889457703
1585000466.5958135,8195,0.7556119561195374
1585000501.2291884,8328,0.7891574501991272
1585000525.405281,8428,0.7378204464912415
1585000549.5920458,8528,0.7353219389915466
1585000574.9106348,8628,0.7211129069328308
1585000599.8612971,8728,0.7390767931938171
1585000624.435354,8828,0.70705646276474
1585000658.876576,8961,0.7100024819374084
1585000683.0381675,9061,0.6938143372535706
1585000707.594222,9161,0.6985747218132019
1585000732.6709895,9261,0.7126683592796326
1585000757.29325,9361,0.682505190372467
1585000781.8324797,9461,0.6762619614601135
1585000816.4642231,9594,0.6644008159637451
1585000840.7503276,9694,0.664164662361145
1585000865.0590615,9794,0.6647642254829407
1585000890.136014,9894,0.7124305367469788
1585000915.0258179,9994,0.654066264629364
1585000939.8285608,10094,0.6593641042709351
1585000973.9180405,10227,0.6529149413108826
1585000997.9651845,10327,0.6360515356063843
1585001022.2346568,10427,0.6528527140617371
1585001046.5828667,10527,0.6463664174079895
1585001074.2817636,10627,0.634448766708374
1585001099.2535129,10727,0.6377629041671753
1585001134.0890677,10860,0.6207089424133301
1585001158.4343846,10960,0.6340032815933228
1585001182.9202614,11060,0.6222370862960815
1585001207.877054,11160,0.5989329218864441
1585001232.5946639,11260,0.6171796321868896
1585001257.0207705,11360,0.6007503271102905
1585001291.8491275,11493,0.6012198328971863
1585001316.2043035,11593,0.6036617159843445
1585001340.5795557,11693,0.5808577537536621
1585001365.787429,11793,0.6025930643081665
1585001390.9237964,11893,0.613341212272644
1585001415.5152686,11993,0.5791838765144348
